DATE,CPIAUCSL,DFF,FEDFUNDS,GDP,INDPRO,UNRATE
1993-02-01,143.1,3.25,3.03,6729.459,64.9262,7.1
1993-03-01,143.3,3.65,3.07,6729.459,64.8627,7.0
1993-04-01,143.8,3.31,2.96,6729.459,65.0423,7.1
1993-05-01,144.2,3.01,3.0,6808.939,64.8006,7.1
1993-06-01,144.3,3.33,3.04,6808.939,64.9476,7.0
1993-07-01,144.5,3.27,3.06,6808.939,65.1142,6.9
1993-08-01,144.8,3.07,3.03,6882.098,65.0421,6.8
1993-09-01,145.0,3.25,3.09,6882.098,65.3749,6.7
1993-10-01,145.6,3.19,2.99,6882.098,65.863,6.8
1993-11-01,146.0,3.15,3.02,7013.738,66.1696,6.6
1993-12-01,146.3,3.07,2.96,7013.738,66.5531,6.5
1994-01-01,146.3,2.85,3.05,7013.738,66.7591,6.6
1994-02-01,146.7,3.25,3.25,7115.652,66.8019,6.6
1994-03-01,147.1,3.31,3.34,7115.652,67.4704,6.5
1994-04-01,147.2,3.64,3.56,7115.652,67.8707,6.4
1994-05-01,147.5,3.73,4.01,7246.931,68.187,6.1
1994-06-01,147.9,4.33,4.25,7246.931,68.645,6.1
1994-07-01,148.4,3.82,4.26,7246.931,68.7317,6.1
1994-08-01,149.0,4.34,4.47,7331.075,69.1882,6.0
1994-09-01,149.3,4.76,4.73,7331.075,69.3935,5.9
1994-10-01,149.4,5.44,4.76,7331.075,69.9576,5.8
1994-11-01,149.8,4.76,5.29,7455.288,70.4288,5.6
1994-12-01,150.1,5.49,5.45,7455.288,71.1273,5.5
1995-01-01,150.5,4.94,5.53,7455.288,71.2635,5.6
1995-02-01,150.9,5.25,5.92,7522.289,71.1758,5.4
1995-03-01,151.2,5.56,5.98,7522.289,71.2796,5.4
1995-04-01,151.8,6.3,6.05,7522.289,71.1538,5.8
1995-05-01,152.1,6.1,6.01,7580.997,71.4997,5.6
1995-06-01,152.4,6.04,6.0,7580.997,71.7327,5.6
1995-07-01,152.6,6.11,5.85,7580.997,71.4334,5.7
1995-08-01,152.9,5.55,5.74,7683.125,72.3723,5.7
1995-09-01,153.1,5.72,5.8,7683.125,72.6543,5.6
1995-10-01,153.5,6.2,5.76,7683.125,72.5336,5.5
1995-11-01,153.7,5.76,5.8,7772.586,72.717,5.6
1995-12-01,153.9,5.56,5.6,7772.586,72.9638,5.6
1996-01-01,154.7,4.73,5.56,7772.586,72.5712,5.6
1996-02-01,155.0,5.27,5.22,7868.468,73.6207,5.5
1996-03-01,155.5,5.81,5.31,7868.468,73.5141,5.5
1996-04-01,156.1,5.53,5.22,7868.468,74.2491,5.6
1996-05-01,156.4,5.41,5.24,8032.84,74.8142,5.6
1996-06-01,156.7,5.31,5.27,8032.84,75.3726,5.3
1996-07-01,157.0,7.8,5.4,8032.84,75.3738,5.5
1996-08-01,157.2,6.29,5.22,8131.408,75.7557,5.1
1996-09-01,157.7,5.28,5.3,8131.408,76.2302,5.2
1996-10-01,158.2,5.53,5.24,8131.408,76.2157,5.2
1996-11-01,158.7,5.19,5.31,8259.771,76.8973,5.4
1996-12-01,159.1,5.44,5.29,8259.771,77.3772,5.4
1997-01-01,159.4,6.26,5.25,8259.771,77.5135,5.3
1997-02-01,159.7,5.37,5.19,8362.655,78.4255,5.2
1997-03-01,159.8,5.5,5.39,8362.655,78.9197,5.2
1997-04-01,159.9,6.18,5.51,8362.655,78.9848,5.1
1997-05-01,159.9,5.73,5.5,8518.825,79.4296,4.9
1997-06-01,160.2,5.58,5.56,8518.825,79.7971,5.0
1997-07-01,160.4,6.24,5.52,8518.825,80.4666,4.9
1997-08-01,160.8,5.65,5.54,8662.823,81.2825,4.8
1997-09-01,161.2,5.52,5.54,8662.823,82.0327,4.9
1997-10-01,161.5,5.65,5.5,8662.823,82.7656,4.7
1997-11-01,161.7,5.56,5.52,8765.907,83.427,4.6
1997-12-01,161.8,5.92,5.5,8765.907,83.784,4.7
1998-01-01,162.0,5.84,5.56,8765.907,84.1564,4.6
1998-02-01,162.0,5.48,5.51,8866.48,84.3066,4.6
1998-03-01,162.0,5.57,5.49,8866.48,84.342,4.7
1998-04-01,162.2,5.72,5.45,8866.48,84.6339,4.3
1998-05-01,162.6,5.46,5.49,8969.699,85.1867,4.4
1998-06-01,162.8,5.79,5.56,8969.699,84.6809,4.5
1998-07-01,163.2,6.35,5.54,8969.699,84.3445,4.5
1998-08-01,163.4,5.63,5.55,9121.097,86.0816,4.5
1998-09-01,163.5,5.75,5.51,9121.097,86.0023,4.6
1998-10-01,163.9,5.73,5.07,9121.097,86.591,4.5
1998-11-01,164.1,5.35,4.83,9293.991,86.5115,4.4
1998-12-01,164.4,4.82,4.68,9293.991,86.8615,4.4
1999-01-01,164.7,4.07,4.63,9293.991,87.2205,4.3
1999-02-01,164.7,4.86,4.76,9411.682,87.726,4.4
1999-03-01,164.8,5.1,4.81,9411.682,87.9125,4.2
1999-04-01,165.9,5.41,4.74,9411.682,88.1082,4.3
1999-05-01,166.0,5.03,4.74,9526.21,88.6483,4.2
1999-06-01,166.0,4.78,4.76,9526.21,88.5903,4.3
1999-07-01,166.7,5.76,4.99,9526.21,89.1098,4.3
1999-08-01,167.1,5.07,5.07,9686.626,89.5007,4.2
1999-09-01,167.8,5.41,5.22,9686.626,89.1304,4.2
1999-10-01,168.1,5.26,5.2,9686.626,90.2709,4.1
1999-11-01,168.4,5.38,5.42,9900.169,90.7528,4.1
1999-12-01,168.8,5.71,5.3,9900.169,91.4784,4.0
2000-01-01,169.3,3.99,5.45,9900.169,91.4092,4.0
2000-02-01,170.0,5.79,5.73,10002.179,91.7245,4.1
2000-03-01,171.0,5.78,5.85,10002.179,92.083,4.0
2000-04-01,170.9,6.17,6.02,10002.179,92.6659,3.8
2000-05-01,171.2,6.17,6.27,10247.72,92.9347,4.0
2000-06-01,172.2,6.65,6.53,10247.72,93.0018,4.0
2000-07-01,172.7,6.86,6.54,10247.72,92.8373,4.0
2000-08-01,172.7,6.51,6.5,10318.165,92.591,4.1
2000-09-01,173.6,6.52,6.52,10318.165,92.9827,3.9
2000-10-01,173.9,6.6,6.51,10318.165,92.64,3.9
2000-11-01,174.2,6.61,6.51,10435.744,92.6604,3.9
2000-12-01,174.6,6.6,6.4,10435.744,92.3457,3.9
2001-01-01,175.6,5.41,5.98,10435.744,91.8908,4.2
2001-02-01,176.0,5.57,5.49,10470.231,91.2851,4.2
2001-03-01,176.1,5.59,5.31,10470.231,91.0585,4.3
2001-04-01,176.4,5.29,4.8,10470.231,90.7384,4.4
2001-05-01,177.3,4.61,4.21,10599.0,90.2607,4.3
2001-06-01,177.7,4.14,3.97,10599.0,89.7811,4.5
2001-07-01,177.4,3.95,3.77,10599.0,89.2352,4.6
2001-08-01,177.4,3.79,3.65,10598.02,89.157,4.9
2001-09-01,178.1,3.66,3.07,10598.02,88.6749,5.0
2001-10-01,177.6,3.02,2.49,10598.02,88.4051,5.3
2001-11-01,177.5,2.61,2.09,10660.465,87.886,5.5
2001-12-01,177.4,2.06,1.82,10660.465,87.8518,5.7
2002-01-01,177.7,1.52,1.73,10660.465,88.4634,5.7
2002-02-01,178.0,1.77,1.74,10783.5,88.4578,5.7
2002-03-01,178.5,1.78,1.73,10783.5,89.1265,5.7
2002-04-01,179.3,1.88,1.75,10783.5,89.5507,5.9
2002-05-01,179.5,1.88,1.75,10887.46,89.9348,5.8
2002-06-01,179.6,1.79,1.75,10887.46,90.6736,5.8
2002-07-01,180.0,1.83,1.73,10887.46,90.6436,5.8
2002-08-01,180.5,1.79,1.74,10984.04,90.5505,5.7
2002-09-01,180.8,1.81,1.75,10984.04,90.6373,5.7
2002-10-01,181.2,1.85,1.75,10984.04,90.3988,5.7
2002-11-01,181.5,1.74,1.34,11061.433,90.8947,5.9
2002-12-01,181.8,1.23,1.24,11061.433,90.3906,6.0
2003-01-01,182.6,1.16,1.24,11061.433,91.1369,5.8
2003-02-01,183.6,1.33,1.26,11174.129,91.2505,5.9
2003-03-01,183.9,1.33,1.25,11174.129,91.0006,5.9
2003-04-01,183.2,1.29,1.26,11174.129,90.4311,6.0
2003-05-01,182.9,1.3,1.26,11312.766,90.4,6.1
2003-06-01,183.1,1.28,1.22,11312.766,90.5196,6.3
2003-07-01,183.7,1.11,1.01,11312.766,90.9869,6.2
2003-08-01,184.5,1.0,1.03,11566.669,90.7933,6.1
2003-09-01,185.1,1.01,1.01,11566.669,91.3819,6.1
2003-10-01,184.9,1.11,1.01,11566.669,91.5049,6.0
2003-11-01,185.0,1.03,1.0,11772.234,92.1265,5.8
2003-12-01,185.5,1.03,0.98,11772.234,92.1732,5.7
2004-01-01,186.3,0.94,1.0,11772.234,92.3268,5.7
2004-02-01,186.7,1.03,1.01,11923.447,92.8995,5.6
2004-03-01,187.1,1.04,1.0,11923.447,92.5368,5.8
2004-04-01,187.4,1.03,1.0,11923.447,92.8957,5.6
2004-05-01,188.2,1.03,1.0,12112.815,93.5845,5.6
2004-06-01,188.9,1.02,1.03,12112.815,92.8651,5.6
2004-07-01,189.1,1.4,1.26,12112.815,93.5502,5.5
2004-08-01,189.2,1.29,1.43,12305.307,93.6301,5.4
2004-09-01,189.8,1.53,1.61,12305.307,93.7353,5.4
2004-10-01,190.8,1.86,1.76,12305.307,94.5695,5.5
2004-11-01,191.7,1.83,1.93,12527.214,94.8015,5.4
2004-12-01,191.7,2.04,2.16,12527.214,95.5415,5.4
2005-01-01,191.6,1.97,2.28,12527.214,95.8785,5.3
2005-02-01,192.4,2.4,2.5,12767.286,96.5709,5.4
2005-03-01,193.1,2.39,2.63,12767.286,96.4345,5.2
2005-04-01,193.7,2.83,2.79,12767.286,96.6347,5.2
2005-05-01,193.6,2.97,3.0,12922.656,96.7251,5.1
2005-06-01,193.7,3.02,3.04,12922.656,97.1483,5.0
2005-07-01,194.9,3.36,3.26,12922.656,96.8397,5.0
2005-08-01,196.1,3.3,3.5,13142.642,97.1584,4.9
2005-09-01,198.8,3.57,3.62,13142.642,95.2764,5.0
2005-10-01,199.1,3.93,3.78,13142.642,96.4411,5.0
2005-11-01,198.1,3.99,4.0,13324.204,97.5016,5.0
2005-12-01,198.1,4.03,4.16,13324.204,97.9723,4.9
2006-01-01,199.3,4.09,4.29,13324.204,98.127,4.7
2006-02-01,199.4,4.47,4.49,13599.16,98.1687,4.8
2006-03-01,199.7,4.52,4.59,13599.16,98.3913,4.7
2006-04-01,200.7,5.0,4.79,13599.16,98.6826,4.7
2006-05-01,201.3,4.84,4.94,13753.424,98.7074,4.6
2006-06-01,201.8,5.02,4.99,13753.424,99.0398,4.6
2006-07-01,202.9,5.05,5.24,13753.424,98.9751,4.7
2006-08-01,203.8,5.27,5.25,13870.188,99.4047,4.7
2006-09-01,202.8,5.25,5.25,13870.188,99.2246,4.5
2006-10-01,201.9,5.34,5.25,13870.188,99.1229,4.4
2006-11-01,202.0,5.23,5.25,14039.56,99.0963,4.5
2006-12-01,203.1,5.27,5.24,14039.56,100.1125,4.4
2007-01-01,203.437,5.17,5.25,14039.56,99.7546,4.6
2007-02-01,204.226,5.29,5.26,14215.651,100.7166,4.5
2007-03-01,205.288,5.31,5.26,14215.651,100.8952,4.4
2007-04-01,205.904,5.3,5.25,14215.651,101.5723,4.5
2007-05-01,206.755,5.26,5.25,14402.082,101.6269,4.4
2007-06-01,207.234,5.23,5.25,14402.082,101.6547,4.6
2007-07-01,207.603,5.31,5.26,14402.082,101.4953,4.7
2007-08-01,207.667,5.3,5.02,14564.117,101.6943,4.6
2007-09-01,208.547,4.96,4.94,14564.117,101.9428,4.7
2007-10-01,209.19,4.92,4.76,14564.117,101.6446,4.7
2007-11-01,210.834,4.59,4.49,14715.058,102.2167,4.7
2007-12-01,211.445,4.66,4.24,14715.058,102.2764,5.0
2008-01-01,212.174,3.06,3.94,14715.058,102.1493,5.0
2008-02-01,212.687,3.12,2.98,14706.538,101.7756,4.9
2008-03-01,213.448,3.01,2.61,14706.538,101.4508,5.1
2008-04-01,213.942,2.38,2.28,14706.538,100.7554,5.0
2008-05-01,215.208,2.16,1.98,14865.701,100.1336,5.4
2008-06-01,217.463,1.98,2.0,14865.701,99.8728,5.6
2008-07-01,219.016,2.11,2.01,14865.701,99.4194,5.8
2008-08-01,218.69,2.04,2.0,14898.999,97.8491,6.1
2008-09-01,218.877,1.94,1.81,14898.999,93.5576,6.1
2008-10-01,216.995,1.15,0.97,14898.999,94.4985,6.5
2008-11-01,213.153,0.22,0.39,14608.209,93.2617,6.8
2008-12-01,211.398,0.52,0.16,14608.209,90.6266,7.3
2009-01-01,211.933,0.14,0.15,14608.209,88.3712,7.8
2009-02-01,212.705,0.23,0.22,14430.902,87.843,8.3
2009-03-01,212.495,0.22,0.18,14430.902,86.4689,8.7
2009-04-01,212.709,0.16,0.15,14430.902,85.7903,9.0
2009-05-01,213.022,0.22,0.18,14381.236,84.9436,9.4
2009-06-01,214.79,0.21,0.21,14381.236,84.6746,9.5
2009-07-01,214.726,0.2,0.16,14381.236,85.6853,9.5
2009-08-01,215.445,0.18,0.16,14448.882,86.6393,9.6
2009-09-01,215.861,0.15,0.15,14448.882,87.3821,9.8
2009-10-01,216.509,0.11,0.12,14448.882,87.5809,10.0
2009-11-01,217.234,0.11,0.12,14651.249,87.9388,9.9
2009-12-01,217.347,0.13,0.12,14651.249,88.2404,9.9
2010-01-01,217.488,0.05,0.11,14651.249,89.1897,9.8
2010-02-01,217.281,0.14,0.13,14764.61,89.5046,9.8
2010-03-01,217.353,0.14,0.16,14764.61,90.1356,9.9
2010-04-01,217.403,0.17,0.2,14764.61,90.4607,9.9
2010-05-01,217.29,0.2,0.2,14980.193,91.7014,9.6
2010-06-01,217.199,0.2,0.18,14980.193,91.9033,9.4
2010-07-01,217.605,0.17,0.18,14980.193,92.2549,9.4
2010-08-01,217.923,0.18,0.19,15141.607,92.5936,9.5
2010-09-01,218.275,0.19,0.19,15141.607,92.8533,9.5
2010-10-01,219.035,0.2,0.19,15141.607,92.6033,9.4
2010-11-01,219.59,0.2,0.19,15309.474,92.6686,9.8
2010-12-01,220.472,0.2,0.18,15309.474,93.5916,9.3
2011-01-01,221.187,0.13,0.17,15309.474,93.3889,9.1
2011-02-01,221.898,0.18,0.16,15351.448,93.0045,9.0
2011-03-01,223.046,0.15,0.14,15351.448,93.9684,9.0
2011-04-01,224.093,0.11,0.1,15351.448,93.6571,9.1
2011-05-01,224.806,0.09,0.09,15557.539,93.7723,9.0
2011-06-01,224.806,0.1,0.09,15557.539,94.0493,9.1
2011-07-01,225.395,0.08,0.07,15557.539,94.4958,9.0
2011-08-01,226.106,0.17,0.1,15647.68,95.0974,9.0
2011-09-01,226.597,0.08,0.08,15647.68,95.0244,9.0
2011-10-01,226.75,0.06,0.07,15647.68,95.6891,8.8
2011-11-01,227.169,0.08,0.08,15842.259,95.6778,8.6
2011-12-01,227.223,0.08,0.07,15842.259,96.1809,8.5
2012-01-01,227.842,0.04,0.08,15842.259,96.7595,8.3
2012-02-01,228.329,0.11,0.1,16068.805,97.0662,8.3
2012-03-01,228.807,0.11,0.13,16068.805,96.5609,8.2
2012-04-01,229.187,0.09,0.14,16068.805,97.251,8.2
2012-05-01,228.713,0.16,0.16,16207.115,97.4595,8.2
2012-06-01,228.524,0.16,0.16,16207.115,97.4768,8.2
2012-07-01,228.59,0.09,0.16,16207.115,97.6714,8.2
2012-08-01,229.918,0.14,0.13,16319.541,97.2734,8.1
2012-09-01,231.015,0.13,0.14,16319.541,97.2217,7.8
2012-10-01,231.638,0.15,0.16,16319.541,97.5311,7.8
2012-11-01,231.249,0.17,0.16,16420.419,97.9084,7.7
2012-12-01,231.221,0.16,0.16,16420.419,98.1884,7.9
2013-01-01,231.679,0.09,0.14,16420.419,98.1736,8.0
2013-02-01,232.937,0.14,0.15,16648.189,98.6434,7.7
2013-03-01,232.282,0.14,0.14,16648.189,99.047,7.5
2013-04-01,231.797,0.16,0.15,16648.189,98.9445,7.6
2013-05-01,231.893,0.14,0.11,16728.687,99.0383,7.5
2013-06-01,232.445,0.09,0.09,16728.687,99.2221,7.5
2013-07-01,232.9,0.1,0.09,16728.687,98.8987,7.3
2013-08-01,233.456,0.08,0.08,16953.838,99.4897,7.2
2013-09-01,233.544,0.07,0.08,16953.838,100.021,7.2
2013-10-01,233.669,0.08,0.09,16953.838,99.9037,7.2
2013-11-01,234.1,0.08,0.08,17192.019,100.1582,6.9
2013-12-01,234.719,0.07,0.09,17192.019,100.374,6.7
2014-01-01,235.288,0.07,0.07,17192.019,99.9899,6.6
2014-02-01,235.547,0.07,0.07,17197.738,100.7471,6.7
2014-03-01,236.028,0.06,0.08,17197.738,101.7435,6.7
2014-04-01,236.468,0.08,0.09,17197.738,101.8273,6.2
2014-05-01,236.918,0.09,0.09,17518.508,102.2392,6.3
2014-06-01,237.231,0.08,0.1,17518.508,102.5774,6.1
2014-07-01,237.498,0.1,0.09,17518.508,102.7954,6.2
2014-08-01,237.46,0.09,0.09,17804.228,102.6322,6.1
2014-09-01,237.477,0.07,0.09,17804.228,102.9417,5.9
2014-10-01,237.43,0.09,0.09,17804.228,102.9611,5.7
2014-11-01,236.983,0.07,0.09,17912.079,103.5978,5.8
2014-12-01,236.252,0.13,0.12,17912.079,103.6151,5.6
2015-01-01,234.747,0.06,0.11,17912.079,102.7923,5.7
2015-02-01,235.342,0.06,0.11,18063.529,102.1366,5.5
2015-03-01,235.976,0.06,0.11,18063.529,101.7869,5.4
2015-04-01,236.222,0.12,0.12,18063.529,101.2255,5.4
2015-05-01,237.001,0.13,0.12,18279.784,100.7675,5.6
2015-06-01,237.657,0.12,0.13,18279.784,100.4588,5.3
2015-07-01,238.034,0.13,0.13,18279.784,101.0893,5.2
2015-08-01,238.033,0.08,0.14,18401.626,100.9165,5.1
2015-09-01,237.498,0.14,0.14,18401.626,100.633,5.0
2015-10-01,237.733,0.13,0.12,18401.626,100.1563,5.0
2015-11-01,238.017,0.07,0.12,18435.137,99.4366,5.1
2015-12-01,237.761,0.13,0.24,18435.137,98.9471,5.0
2016-01-01,237.652,0.2,0.34,18435.137,99.4391,4.8
2016-02-01,237.336,0.38,0.38,18525.933,98.9232,4.9
2016-03-01,238.08,0.36,0.36,18525.933,98.1635,5.0
2016-04-01,238.992,0.37,0.37,18525.933,98.4775,5.1
2016-05-01,239.557,0.3,0.37,18711.702,98.2549,4.8
2016-06-01,240.222,0.37,0.38,18711.702,98.7315,4.9
2016-07-01,240.101,0.41,0.39,18711.702,98.8452,4.8
2016-08-01,240.545,0.4,0.4,18892.639,98.7427,4.9
2016-09-01,241.176,0.4,0.4,18892.639,98.6552,5.0
2016-10-01,241.741,0.29,0.4,18892.639,98.7237,4.9
2016-11-01,242.026,0.41,0.41,19089.379,98.3443,4.7
2016-12-01,242.637,0.41,0.54,19089.379,99.0406,4.7
2017-01-01,243.618,0.55,0.65,19089.379,98.8158,4.7
2017-02-01,244.006,0.66,0.66,19280.084,98.4356,4.6
2017-03-01,243.892,0.66,0.79,19280.084,99.0492,4.4
2017-04-01,244.193,0.82,0.9,19280.084,100.0416,4.4
2017-05-01,244.004,0.91,0.91,19438.643,100.128,4.4
2017-06-01,244.163,0.91,1.04,19438.643,100.337,4.3
2017-07-01,244.243,1.06,1.15,19438.643,100.0865,4.3
2017-08-01,245.183,1.16,1.16,19692.595,99.6323,4.4
2017-09-01,246.435,1.16,1.15,19692.595,99.7482,4.3
2017-10-01,246.626,1.06,1.15,19692.595,100.9893,4.2
2017-11-01,247.284,1.16,1.16,20037.088,101.2493,4.2
2017-12-01,247.805,1.16,1.3,20037.088,101.4871,4.1
2018-01-01,248.859,1.33,1.41,20037.088,101.4852,4.0
2018-02-01,249.529,1.42,1.42,20328.553,101.7319,4.1
2018-03-01,249.577,1.42,1.51,20328.553,102.1943,4.0
2018-04-01,250.227,1.67,1.69,20328.553,103.3551,4.0
2018-05-01,250.792,1.7,1.7,20580.912,102.381,3.8
2018-06-01,251.018,1.7,1.82,20580.912,103.2256,4.0
2018-07-01,251.214,1.91,1.91,20580.912,103.3561,3.8
2018-08-01,251.663,1.91,1.91,20798.73,104.0585,3.8
2018-09-01,252.182,1.91,1.95,20798.73,104.1038,3.7
2018-10-01,252.772,2.18,2.19,20798.73,103.9297,3.8
2018-11-01,252.594,2.2,2.2,20917.867,104.0126,3.8
2018-12-01,252.767,2.2,2.27,20917.867,104.0451,3.9
2019-01-01,252.561,2.4,2.4,20917.867,103.3598,4.0
2019-02-01,253.319,2.4,2.4,21111.6,102.8251,3.8
2019-03-01,254.277,2.4,2.41,21111.6,102.8361,3.8
2019-04-01,255.233,2.41,2.42,21111.6,102.2748,3.7
2019-05-01,255.296,2.45,2.39,21397.938,102.4176,3.6
2019-06-01,255.213,2.4,2.38,21397.938,102.5425,3.6
2019-07-01,255.802,2.39,2.4,21397.938,102.0057,3.7
2019-08-01,256.036,2.14,2.13,21717.171,102.7814,3.6
2019-09-01,256.43,2.13,2.04,21717.171,102.4601,3.5
2019-10-01,257.155,1.88,1.83,21717.171,101.5878,3.6
2019-11-01,257.879,1.57,1.55,21933.217,102.1494,3.6
2019-12-01,258.63,1.56,1.55,21933.217,101.9421,3.6
2020-01-01,258.906,1.55,1.55,21933.217,101.3372,3.6
2020-02-01,259.246,1.59,1.58,21727.657,101.6718,3.5
2020-03-01,258.15,1.58,0.65,21727.657,97.606,4.4
2020-04-01,256.126,0.06,0.05,21727.657,84.6812,14.8
2020-05-01,255.848,0.05,0.05,19935.444,86.0108,13.2
2020-06-01,257.004,0.05,0.08,19935.444,91.6745,11.0
2020-07-01,258.408,0.08,0.09,19935.444,95.0037,10.2
2020-08-01,259.366,0.1,0.1,21684.551,95.9294,8.4
2020-09-01,259.951,0.09,0.09,21684.551,95.8914,7.8
2020-10-01,260.249,0.09,0.09,21684.551,96.5256,6.8
2020-11-01,260.895,0.09,0.09,22068.767,96.9529,6.7
2020-12-01,262.005,0.09,0.09,22068.767,98.2039,6.7
2021-01-01,262.518,0.09,0.09,22068.767,98.8135,6.4
2021-02-01,263.583,0.08,0.08,22656.793,95.5072,6.2
2021-03-01,264.91,0.07,0.07,22656.793,98.1929,6.1
2021-04-01,266.752,0.07,0.07,22656.793,98.3317,6.1
2021-05-01,268.452,0.05,0.06,23368.861,99.1867,5.8
2021-06-01,270.664,0.06,0.08,23368.861,99.6483,5.9
2021-07-01,271.994,0.1,0.1,23368.861,100.0668,5.4
2021-08-01,272.789,0.07,0.09,23921.991,100.0412,5.1
2021-09-01,273.887,0.08,0.08,23921.991,98.9955,4.7
2021-10-01,276.434,0.08,0.08,23921.991,100.3542,4.5
2021-11-01,278.799,0.08,0.08,24777.038,101.2684,4.1
2021-12-01,280.808,0.08,0.08,24777.038,101.1948,3.9
2022-01-01,282.39,0.07,0.08,24777.038,101.2146,4.0
2022-02-01,284.535,0.08,0.08,25215.491,101.8458,3.8
2022-03-01,287.553,0.08,0.2,25215.491,102.6732,3.6
2022-04-01,288.764,0.33,0.33,25215.491,102.9024,3.7
2022-05-01,291.359,0.33,0.77,25805.791,102.9659,3.6
2022-06-01,294.996,0.83,1.21,25805.791,102.8224,3.6
2022-07-01,294.977,1.58,1.68,25805.791,103.0505,3.5
2022-08-01,295.209,2.33,2.33,26272.011,103.1703,3.6
2022-09-01,296.341,2.33,2.56,26272.011,103.5326,3.5
2022-10-01,297.863,3.08,3.08,26272.011,103.4442,3.6
2022-11-01,298.648,3.08,3.78,26734.277,103.1058,3.6
2022-12-01,298.812,3.83,4.1,26734.277,101.8266,3.5
2023-01-01,300.356,4.33,4.33,26734.277,102.7476,3.4
2023-02-01,301.509,4.33,4.57,27164.359,102.8003,3.6
2023-03-01,301.744,4.58,4.65,27164.359,102.8143,3.5
2023-04-01,303.032,4.83,4.83,27164.359,103.2241,3.4
2023-05-01,303.365,4.83,5.06,27453.815,102.9809,3.7
2023-06-01,304.003,5.08,5.08,27453.815,102.3809,3.6
2023-07-01,304.628,5.08,5.12,27453.815,103.0722,3.5
2023-08-01,306.187,5.33,5.33,27967.697,103.0951,3.8
2023-09-01,307.288,5.33,5.33,27967.697,103.3081,3.8
2023-10-01,307.531,5.33,5.33,27967.697,102.5781,3.8
2023-11-01,308.024,5.33,5.33,28296.967,102.8868,3.7
2023-12-01,308.742,5.33,5.33,28296.967,102.6309,3.7
2024-01-01,309.685,5.33,5.33,28296.967,101.483,3.7
2024-02-01,311.054,5.33,5.33,28624.069,102.7267,3.9
2024-03-01,312.23,5.33,5.33,28624.069,102.5186,3.8
2024-04-01,313.207,5.33,5.33,28624.069,102.4479,3.9
